98%">"FECHA","TEMPERATURA",
"01/08/202215:30","30.5",
"01/08/202215:40","30.6",
"01/08/202215:50","30.3",
"01/08/202216:00","30.1",
"01/08/202216:10","29.9",
"01/08/202216:20","29.6",
"01/08/202216:30","29.3",
"01/08/202216:40","29.2",
"01/08/202216:50","29.2",
"01/08/202217:00","29.1",
"01/08/202217:10","29.1",
"01/08/202217:20","28.8",
"01/08/202217:30","28.6",
"01/08/202217:40","28.1",
"01/08/202217:50","27.6",
"01/08/202218:00","27.0",
"01/08/202218:10","26.5",
"01/08/202218:20","26.0",
"01/08/202218:30","25.4",
"01/08/202218:40","24.9",
"01/08/202218:50","24.4",
"01/08/202219:00","24.1",
"01/08/202219:10","23.5",
"01/08/202219:20","23.0",
"01/08/202219:30","22.6",
"01/08/202219:40","22.3",
"01/08/202219:50","21.9",
"01/08/202220:00","21.5",
"01/08/202220:10","21.1",
"01/08/202220:20","20.9",
"01/08/202220:30","20.7",
"01/08/202220:40","20.5",
"01/08/202220:50","20.2",
"01/08/202221:00","20.1",
"01/08/202221:10","20.0",
"01/08/202221:20","19.8",
"01/08/202221:30","19.7",
"01/08/202221:40","19.6",
"01/08/202221:50","19.6",
"01/08/202222:00","19.6",
"01/08/202222:10","19.4",
"01/08/202222:20","19.3",
"01/08/202222:30","19.2",
"01/08/202222:40","19.1",
"01/08/202222:50","19.0",
"01/08/202223:00","18.9",
"01/08/202223:10","18.8",
"01/08/202223:20","18.7",
"01/08/202223:30","17.9",
"01/08/202223:40","17.3",
"01/08/202223:50","17.1",
"02/08/20220:00","16.4",
"02/08/20220:10","15.9",
"02/08/20220:20","16.1",
"02/08/20220:30","15.4",
"02/08/20220:40","15.6",
"02/08/20220:50","15.3",
"02/08/20221:00","15.1",
"02/08/20221:10","15.0",
"02/08/20221:20","14.6",
"02/08/20221:30","14.7",
"02/08/20221:40","14.7",
"02/08/20221:50","14.7",
"02/08/20222:00","14.7",
"02/08/20222:10","14.8",
"02/08/20222:20","14.4",
"02/08/20222:30","14.1",
"02/08/20222:40","13.7",
"02/08/20222:50","13.8",
"02/08/20223:00","13.9",
"02/08/20223:10","13.6",
"02/08/20223:20","13.7",
"02/08/20223:30","13.2",
"02/08/20223:40","13.1",
"02/08/20223:50","12.8",
"02/08/20224:00","12.8",
"02/08/20224:10","13.0",
"02/08/20224:20","12.6",
"02/08/20224:30","13.0",
"02/08/20224:40","13.2",
"02/08/20224:50","13.2",
"02/08/20225:00","13.0",
"02/08/20225:10","13.0",
"02/08/20225:20","13.2",
"02/08/20225:30","13.9",
"02/08/20225:40","14.2",
"02/08/20225:50","14.7",
"02/08/20226:00","15.4",
"02/08/20226:10","16.0",
"02/08/20226:20","16.6",
"02/08/20226:30","16.9",
"02/08/20226:40","17.1",
"02/08/20226:50","17.6",
"02/08/20227:00","18.0",
"02/08/20227:10","18.3",
"02/08/20227:20","18.3",
"02/08/20227:30","18.6",
"02/08/20227:40","19.2",
"02/08/20227:50","19.7",
"02/08/20228:00","20.4",
"02/08/20228:10","20.8",
"02/08/20228:20","21.2",
"02/08/20228:30","21.9",
"02/08/20228:40","22.2",
"02/08/20228:50","22.5",
"02/08/20229:00","22.9",
"02/08/20229:10","23.2",
"02/08/20229:20","23.8",
"02/08/20229:30","24.2",
"02/08/20229:40","24.6",
"02/08/20229:50","25.0",
"02/08/202210:00","25.9",
"02/08/202210:10","26.7",
"02/08/202210:20","27.0",
"02/08/202210:30","27.6",
"02/08/202210:40","28.3",
"02/08/202210:50","28.4",
"02/08/202211:00","29.0",
"02/08/202211:10","29.2",
"02/08/202211:20","29.5",
"02/08/202211:30","29.9",
"02/08/202211:40","30.2",
"02/08/202211:50","31.1",
"02/08/202212:00","31.1",
"02/08/202212:10","31.4",
"02/08/202212:20","31.9",
"02/08/202212:30","32.5",
"02/08/202212:40","33.0",
"02/08/202212:50","33.1",
"02/08/202213:00","33.8",
"02/08/202213:10","33.4",
"02/08/202213:20","33.4",
"02/08/202213:30","33.8",
"02/08/202213:40","34.0",
"02/08/202213:50","34.1",
"02/08/202214:00","34.5",
"02/08/202214:10","34.9",
"02/08/202214:20","35.0",
"02/08/202214:30","35.5",
"02/08/202214:40","35.8",
"02/08/202214:50","35.9",
"02/08/202215:00","35.5",
"02/08/202215:10","35.8",
"02/08/202215:20","36.1",
"02/08/202215:30","36.2",
"02/08/202215:40","36.1",
"02/08/202215:50","36.3",
"02/08/202216:00","36.1",
"02/08/202216:10","35.7",
"02/08/202216:20","35.6",
"02/08/202216:30","35.9",
"02/08/202216:40","35.5",
"02/08/202216:50","35.1",
"02/08/202217:00","35.1",
"02/08/202217:10","35.0",
"02/08/202217:20","34.7",
"02/08/202217:30","34.5",
"02/08/202217:40","34.1",
"02/08/202217:50","33.8",
"02/08/202218:00","33.4",
"02/08/202218:10","32.9",
"02/08/202218:20","32.4",
"02/08/202218:30","32.1",
"02/08/202218:40","31.6",
"02/08/202218:50","31.2",
"02/08/202219:00","30.8",
"02/08/202219:10","30.3",
"02/08/202219:20","29.8",
"02/08/202219:30","29.5",
"02/08/202219:40","29.2",
"02/08/202219:50","28.8",
"02/08/202220:00","28.3",
"02/08/202220:10","27.4",
"02/08/202220:20","27.5",
"02/08/202220:30","27.8",
"02/08/202220:40","27.8",
"02/08/202220:50","27.3",
"02/08/202221:00","25.8",
"02/08/202221:10","24.1",
"02/08/202221:20","23.7",
"02/08/202221:30","23.0",
"02/08/202221:40","22.4",
"02/08/202221:50","22.7",
"02/08/202222:00","22.2",
"02/08/202222:10","22.1",
"02/08/202222:20","21.4",
"02/08/202222:30","20.9",
"02/08/202222:40","20.4",
"02/08/202222:50","21.0",
"02/08/202223:00","21.8",
"02/08/202223:10","22.1",
"02/08/202223:20","21.9",
"02/08/202223:30","21.1",
"02/08/202223:40","20.7",
"02/08/202223:50","20.8",
"03/08/20220:00","21.3",
"03/08/20220:10","22.2",
"03/08/20220:20","22.0",
"03/08/20220:30","21.6",
"03/08/20220:40","21.2",
"03/08/20220:50","20.4",
"03/08/20221:00","19.7",
"03/08/20221:10","19.0",
"03/08/20221:20","19.2",
"03/08/20221:30","19.5",
"03/08/20221:40","19.2",
"03/08/20221:50","18.6",
"03/08/20222:00","18.5",
"03/08/20222:10","18.4",
"03/08/20222:20","19.2",
"03/08/20222:30","19.6",
"03/08/20222:40","19.2",
"03/08/20222:50","19.1",
"03/08/20223:00","18.9",
"03/08/20223:10","18.4",
"03/08/20223:20","17.6",
"03/08/20223:30","17.4",
"03/08/20223:40","17.3",
"03/08/20223:50","17.0",
"03/08/20224:00","17.0",
"03/08/20224:10","17.1",
"03/08/20224:20","17.5",
"03/08/20224:30","17.3",
"03/08/20224:40","16.9",
"03/08/20224:50","16.8",
"03/08/20225:00","17.1",
"03/08/20225:10","17.5",
"03/08/20225:20","17.6",
"03/08/20225:30","17.8",
"03/08/20225:40","18.3",
"03/08/20225:50","19.1",
"03/08/20226:00","19.5",
"03/08/20226:10","19.7",
"03/08/20226:20","19.8",
"03/08/20226:30","19.8",
"03/08/20226:40","20.0",
"03/08/20226:50","20.1",
"03/08/20227:00","20.3",
"03/08/20227:10","20.5",
"03/08/20227:20","20.7",
"03/08/20227:30","21.2",
"03/08/20227:40","21.5",
"03/08/20227:50","21.9",
"03/08/20228:00","23.0",
"03/08/20228:10","23.3",
"03/08/20228:20","23.6",
"03/08/20228:30","24.2",
"03/08/20228:40","25.1",
"03/08/20228:50","25.8",
"03/08/20229:00","26.5",
"03/08/20229:10","27.1",
"03/08/20229:20","27.3",
"03/08/20229:30","27.6",
"03/08/20229:40","27.6",
"03/08/20229:50","28.0",
"03/08/202210:00","28.7",
"03/08/202210:10","29.3",
"03/08/202210:20","29.3",
"03/08/202210:30","29.7",
"03/08/202210:40","30.1",
"03/08/202210:50","30.0",
"03/08/202211:00","30.0",
"03/08/202211:10","29.9",
"03/08/202211:20","29.9",
"03/08/202211:30","30.1",
"03/08/202211:40","30.2",
"03/08/202211:50","30.4",
"03/08/202212:00","31.4",
"03/08/202212:10","31.9",
"03/08/202212:20","31.9",
"03/08/202212:30","32.2",
"03/08/202212:40","32.8",
"03/08/202212:50","33.1",
"03/08/202213:00","33.2",
"03/08/202213:10","33.8",
"03/08/202213:20","34.3",
"03/08/202213:30","34.7",
"03/08/202213:40","34.6",
"03/08/202213:50","35.1",
"03/08/202214:00","34.9",
"03/08/202214:10","35.3",
"03/08/202214:20","35.2",
"03/08/202214:30","35.4",
"03/08/202214:40","35.6",
"03/08/202214:50","35.8",
"03/08/202215:00","35.8",
"03/08/202215:10","35.9",
"03/08/202215:20","36.1",
"03/08/202215:30","36.1",
"03/08/202215:40","35.8",
"03/08/202215:50","36.2",
"03/08/202216:00","36.8",
"03/08/202216:10","37.0",
"03/08/202216:20","36.6",
"03/08/202216:30","36.6",
"03/08/202216:40","36.8",
"03/08/202216:50","36.1",
"03/08/202217:00","34.4",
"03/08/202217:10","33.3",
"03/08/202217:20","32.3",
"03/08/202217:30","31.4",
"03/08/202217:40","30.9",
"03/08/202217:50","30.5",
"03/08/202218:00","30.0",
"03/08/202218:10","29.8",
"03/08/202218:20","29.6",
"03/08/202218:30","29.4",
"03/08/202218:40","29.1",
"03/08/202218:50","28.9",
"03/08/202219:00","28.7",
"03/08/202219:10","28.5",
"03/08/202219:20","28.1",
"03/08/202219:30","28.0",
"03/08/202219:40","27.8",
"03/08/202219:50","27.4",
"03/08/202220:00","27.1",
"03/08/202220:10","27.0",
"03/08/202220:20","26.8",
"03/08/202220:30","26.5",
"03/08/202220:40","25.8",
"03/08/202220:50","24.9",
"03/08/202221:00","24.9",
"03/08/202221:10","25.7",
"03/08/202221:20","26.2",
"03/08/202221:30","26.1",
"03/08/202221:40","25.5",
"03/08/202221:50","25.1",
"03/08/202222:00","24.4",
"03/08/202222:10","23.7",
"03/08/202222:20","23.4",
"03/08/202222:30","23.4",
"03/08/202222:40","23.2",
"03/08/202222:50","22.8",
"03/08/202223:00","22.3",
"03/08/202223:10","22.0",
"03/08/202223:20","21.6",
"03/08/202223:30","21.5",
"03/08/202223:40","21.4",
"03/08/202223:50","21.4",
"04/08/20220:00","21.2",
"04/08/20220:10","21.2",
"04/08/20220:20","21.1",
"04/08/20220:30","20.7",
"04/08/20220:40","20.6",
"04/08/20220:50","20.4",
"04/08/20221:00","20.1",
"04/08/20221:10","19.7",
"04/08/20221:20","19.3",
"04/08/20221:30","19.0",
"04/08/20221:40","19.0",
"04/08/20221:50","19.2",
"04/08/20222:00","19.0",
"04/08/20222:10","18.7",
"04/08/20222:20","18.4",
"04/08/20222:30","18.1",
"04/08/20222:40","18.5",
"04/08/20222:50","18.1",
"04/08/20223:00","18.1",
"04/08/20223:10","17.9",
"04/08/20223:20","17.6",
"04/08/20223:30","17.7",
"04/08/20223:40","17.4",
"04/08/20223:50","17.1",
"04/08/20224:00","17.3",
"04/08/20224:10","17.0",
"04/08/20224:20","17.0",
"04/08/20224:30","16.8",
"04/08/20224:40","17.1",
"04/08/20224:50","16.9",
"04/08/20225:00","17.0",
"04/08/20225:10","16.9",
"04/08/20225:20","16.9",
"04/08/20225:30","16.9",
"04/08/20225:40","17.1",
"04/08/20225:50","17.5",
"04/08/20226:00","18.0",
"04/08/20226:10","18.5",
"04/08/20226:20","19.0",
"04/08/20226:30","19.4",
"04/08/20226:40","19.9",
"04/08/20226:50","20.3",
"04/08/20227:00","20.7",
"04/08/20227:10","21.3",
"04/08/20227:20","21.4",
"04/08/20227:30","21.6",
"04/08/20227:40","21.9",
"04/08/20227:50","22.0",
"04/08/20228:00","22.5",
"04/08/20228:10","22.7",
"04/08/20228:20","23.6",
"04/08/20228:30","24.0",
"04/08/20228:40","24.2",
"04/08/20228:50","24.2",
"04/08/20229:00","24.8",
"04/08/20229:10","25.3",
"04/08/20229:20","25.4",
"04/08/20229:30","25.9",
"04/08/20229:40","26.6",
"04/08/20229:50","26.9",
"04/08/202210:00","27.4",
"04/08/202210:10","27.6",
"04/08/202210:20","28.3",
"04/08/202210:30","28.7",
"04/08/202210:40","28.8",
"04/08/202210:50","29.5",
"04/08/202211:00","29.7",
"04/08/202211:10","30.1",
"04/08/202211:20","30.4",
"04/08/202211:30","30.7",
"04/08/202211:40","30.9",
"04/08/202211:50","31.5",
"04/08/202212:00","32.1",
"04/08/202212:10","32.2",
"04/08/202212:20","32.6",
"04/08/202212:30","32.9",
"04/08/202212:40","33.5",
"04/08/202212:50","33.8",
"04/08/202213:00","33.9",
"04/08/202213:10","34.3",
"04/08/202213:20","34.4",
"04/08/202213:30","34.6",
"04/08/202213:40","34.9",
"04/08/202213:50","34.8",
"04/08/202214:00","34.4",
"04/08/202214:10","33.9",
"04/08/202214:20","33.3",
"04/08/202214:30","32.8",
"04/08/202214:40","32.4",
"04/08/202214:50","31.8",
"04/08/202215:00","31.5",
"04/08/202215:10","30.9",
"04/08/202215:20","30.3",
"04/08/202215:30","29.9",
"04/08/202215:40","29.5",
"04/08/202215:50","29.0",
"04/08/202216:00","28.2",
"04/08/202216:10","27.9",
"04/08/202216:20","27.1",
"04/08/202216:30","26.0",
"04/08/202216:40","24.7",
"04/08/202216:50","23.6",
"04/08/202217:00","22.9",
"04/08/202217:10","22.6",
"04/08/202217:20","22.3",
"04/08/202217:30","21.6",
"04/08/202217:40","20.9",
"04/08/202217:50","20.8",
"04/08/202218:00","20.2",
"04/08/202218:10","20.2",
"04/08/202218:20","20.3",
"04/08/202218:30","20.6",
"04/08/202218:40","20.6",
"04/08/202218:50","20.5",
"04/08/202219:00","21.5",
"04/08/202219:10","22.7",
"04/08/202219:20","22.7",
"04/08/202219:30","22.3",
"04/08/202219:40","22.9",
"04/08/202219:50","22.6",
"04/08/202220:00","21.7",
"04/08/202220:10","20.8",
"04/08/202220:20","20.7",
"04/08/202220:30","20.6",
"04/08/202220:40","20.0",
"04/08/202220:50","20.1",
"04/08/202221:00","20.1",
"04/08/202221:10","20.0",
"04/08/202221:20","19.7",
"04/08/202221:30","19.5",
"04/08/202221:40","19.3",
"04/08/202221:50","19.2",
"04/08/202222:00","19.2",
"04/08/202222:10","19.1",
"04/08/202222:20","19.1",
"04/08/202222:30","19.0",
"04/08/202222:40","19.0",
"04/08/202222:50","18.9",
"04/08/202223:00","19.0",
"04/08/202223:10","19.0",
"04/08/202223:20","19.0",
"04/08/202223:30","18.8",
"04/08/202223:40","18.5",
"04/08/202223:50","18.4",
"05/08/20220:00","18.4",
"05/08/20220:10","18.4",
"05/08/20220:20","18.5",
"05/08/20220:30","18.7",
"05/08/20220:40","18.8",
"05/08/20220:50","18.8",
"05/08/20221:00","18.6",
"05/08/20221:10","18.5",
"05/08/20221:20","18.2",
"05/08/20221:30","18.1",
"05/08/20221:40","18.1",
"05/08/20221:50","18.2",
"05/08/20222:00","18.1",
"05/08/20222:10","18.1",
"05/08/20222:20","17.9",
"05/08/20222:30","17.8",
"05/08/20222:40","17.6",
"05/08/20222:50","17.5",
"05/08/20223:00","17.5",
"05/08/20223:10","17.7",
"05/08/20223:20","17.6",
"05/08/20223:30","17.6",
"05/08/20223:40","17.2",
"05/08/20223:50","17.2",
"05/08/20224:00","17.1",
"05/08/20224:10","17.0",
"05/08/20224:20","16.9",
"05/08/20224:30","16.8",
"05/08/20224:40","16.7",
"05/08/20224:50","16.7",
"05/08/20225:00","16.7",
"05/08/20225:10","16.8",
"05/08/20225:20","16.9",
"05/08/20225:30","17.2",
"05/08/20225:40","17.5",
"05/08/20225:50","17.9",
"05/08/20226:00","18.5",
"05/08/20226:10","18.7",
"05/08/20226:20","18.8",
"05/08/20226:30","19.1",
"05/08/20226:40","19.4",
"05/08/20226:50","19.5",
"05/08/20227:00","19.7",
"05/08/20227:10","19.8",
"05/08/20227:20","20.0",
"05/08/20227:30","20.2",
"05/08/20227:40","20.1",
"05/08/20227:50","19.9",
"05/08/20228:00","20.2",
"05/08/20228:10","20.2",
"05/08/20228:20","20.3",
"05/08/20228:30","20.3",
"05/08/20228:40","20.5",
"05/08/20228:50","20.8",
"05/08/20229:00","21.4",
"05/08/20229:10","21.4",
"05/08/20229:20","21.3",
"05/08/20229:30","21.9",
"05/08/20229:40","21.5",
"05/08/20229:50","21.6",
"05/08/202210:00","21.8",
"05/08/202210:10","21.8",
"05/08/202210:20","22.1",
"05/08/202210:30","22.3",
"05/08/202210:40","22.3",
"05/08/202210:50","22.6",
"05/08/202211:00","22.7",
"05/08/202211:10","22.9",
"05/08/202211:20","23.2",
"05/08/202211:30","22.9",
"05/08/202211:40","23.1",
"05/08/202211:50","23.3",
"05/08/202212:00","23.6",
"05/08/202212:10","23.9",
"05/08/202212:20","23.8",
"05/08/202212:30","24.0",
"05/08/202212:40","24.1",
"05/08/202212:50","24.0",
"05/08/202213:00","23.8",
"05/08/202213:10","23.5",
"05/08/202213:20","24.0",
"05/08/202213:30","24.2",
"05/08/202213:40","24.5",
"05/08/202213:50","24.8",
"05/08/202214:00","24.7",
"05/08/202214:10","25.0",
"05/08/202214:20","25.2",
"05/08/202214:30","25.2",
"05/08/202214:40","25.2",
"05/08/202214:50","25.1",
"05/08/202215:00","24.6",
"05/08/202215:10","24.4",
"05/08/202215:20","24.3",
"05/08/202215:30","24.0",
"05/08/202215:40","23.8",
"05/08/202215:50","23.7",
"05/08/202216:00","23.5",
"05/08/202216:10","22.9",
"05/08/202216:20","22.9",
"05/08/202216:30","22.6",
"05/08/202216:40","22.4",
"05/08/202216:50","22.3",
"05/08/202217:00","22.0",
"05/08/202217:10","21.4",
"05/08/202217:20","21.1",
"05/08/202217:30","21.0",
"05/08/202217:40","21.0",
"05/08/202217:50","20.9",
"05/08/202218:00","20.7",
"05/08/202218:10","20.4",
"05/08/202218:20","20.2",
"05/08/202218:30","20.0",
"05/08/202218:40","19.8",
"05/08/202218:50","19.6",
"05/08/202219:00","19.5",
"05/08/202219:10","19.4",
"05/08/202219:20","19.3",
"05/08/202219:30","19.0",
"05/08/202219:40","18.9",
"05/08/202219:50","18.8",
"05/08/202220:00","18.8",
"05/08/202220:10","18.7",
"05/08/202220:20","18.8",
"05/08/202220:30","18.8",
"05/08/202220:40","18.7",
"05/08/202220:50","18.6",
"05/08/202221:00","18.6",
"05/08/202221:10","18.4",
"05/08/202221:20","18.4",
"05/08/202221:30","18.4",
"05/08/202221:40","18.4",
"05/08/202221:50","18.2",
"05/08/202222:00","18.1",
"05/08/202222:10","18.2",
"05/08/202222:20","18.1",
"05/08/202222:30","18.1",
"05/08/202222:40","18.0",
"05/08/202222:50","17.9",
"05/08/202223:00","17.9",
"05/08/202223:10","17.8",
"05/08/202223:20","17.7",
"05/08/202223:30","17.6",
"05/08/202223:40","17.6",
"05/08/202223:50","17.6",
"06/08/20220:00","17.4",
"06/08/20220:10","17.5",
"06/08/20220:20","17.5",
"06/08/20220:30","17.6",
"06/08/20220:40","17.7",
"06/08/20220:50","17.6",
"06/08/20221:00","17.5",
"06/08/20221:10","17.3",
"06/08/20221:20","17.2",
"06/08/20221:30","17.1",
"06/08/20221:40","16.9",
"06/08/20221:50","16.6",
"06/08/20222:00","16.2",
"06/08/20222:10","16.0",
"06/08/20222:20","15.8",
"06/08/20222:30","15.8",
"06/08/20222:40","15.7",
"06/08/20222:50","15.6",
"06/08/20223:00","15.4",
"06/08/20223:10","15.2",
"06/08/20223:20","15.1",
"06/08/20223:30","15.2",
"06/08/20223:40","15.3",
"06/08/20223:50","15.4",
"06/08/20224:00","15.2",
"06/08/20224:10","15.1",
"06/08/20224:20","15.2",
"06/08/20224:30","15.2",
"06/08/20224:40","15.1",
"06/08/20224:50","14.9",
"06/08/20225:00","14.6",
"06/08/20225:10","14.4",
"06/08/20225:20","14.5",
"06/08/20225:30","14.6",
"06/08/20225:40","14.7",
"06/08/20225:50","15.1",
"06/08/20226:00","15.4",
"06/08/20226:10","16.0",
"06/08/20226:20","16.7",
"06/08/20226:30","17.1",
"06/08/20226:40","17.3",
"06/08/20226:50","17.7",
"06/08/20227:00","17.9",
"06/08/20227:10","18.0",
"06/08/20227:20","18.2",
"06/08/20227:30","18.5",
"06/08/20227:40","18.9",
"06/08/20227:50","19.1",
"06/08/20228:00","19.3",
"06/08/20228:10","20.1",
"06/08/20228:20","20.2",
"06/08/20228:30","20.9",
"06/08/20228:40","20.7",
"06/08/20228:50","21.0",
"06/08/20229:00","21.5",
"06/08/20229:10","21.8",
"06/08/20229:20","22.1",
"06/08/20229:30","22.5",
"06/08/20229:40","22.7",
"06/08/20229:50","23.0",
"06/08/202210:00","23.7",
"06/08/202210:10","23.7",
"06/08/202210:20","24.0",
"06/08/202210:30","24.4",
"06/08/202210:40","24.9",
"06/08/202210:50","25.4",
"06/08/202211:00","25.6",
"06/08/202211:10","25.8",
"06/08/202211:20","26.3",
"06/08/202211:30","26.5",
"06/08/202211:40","26.7",
"06/08/202211:50","27.3",
"06/08/202212:00","27.9",
"06/08/202212:10","28.1",
"06/08/202212:20","28.4",
"06/08/202212:30","28.5",
"06/08/202212:40","28.4",
"06/08/202212:50","28.8",
"06/08/202213:00","29.3",
"06/08/202213:10","30.0",
"06/08/202213:20","29.9",
"06/08/202213:30","30.2",
"06/08/202213:40","30.3",
"06/08/202213:50","30.6",
"06/08/202214:00","31.0",
"06/08/202214:10","31.4",
"06/08/202214:20","31.4",
"06/08/202214:30","31.6",
"06/08/202214:40","31.2",
"06/08/202214:50","31.0",
"06/08/202215:00","30.8",
"06/08/202215:10","31.0",
"06/08/202215:20","30.5",
"06/08/202215:30","30.5",
"06/08/202215:40","30.5",
"06/08/202215:50","30.3",
"06/08/202216:00","30.4",
"06/08/202216:10","29.8",
"06/08/202216:20","29.5",
"06/08/202216:30","29.3",
"06/08/202216:40","29.4",
"06/08/202216:50","28.7",
"06/08/202217:00","28.5",
"06/08/202217:10","28.6",
"06/08/202217:20","28.5",
"06/08/202217:30","28.5",
"06/08/202217:40","28.2",
"06/08/202217:50","27.6",
"06/08/202218:00","27.1",
"06/08/202218:10","26.5",
"06/08/202218:20","26.0",
"06/08/202218:30","25.5",
"06/08/202218:40","25.2",
"06/08/202218:50","24.9",
"06/08/202219:00","24.6",
"06/08/202219:10","24.3",
"06/08/202219:20","24.0",
"06/08/202219:30","23.6",
"06/08/202219:40","23.3",
"06/08/202219:50","23.0",
"06/08/202220:00","22.4",
"06/08/202220:10","22.2",
"06/08/202220:20","22.1",
"06/08/202220:30","21.9",
"06/08/202220:40","21.9",
"06/08/202220:50","21.8",
"06/08/202221:00","21.8",
"06/08/202221:10","21.6",
"06/08/202221:20","21.5",
"06/08/202221:30","21.3",
"06/08/202221:40","21.1",
"06/08/202221:50","21.0",
"06/08/202222:00","20.5",
"06/08/202222:10","19.9",
"06/08/202222:20","19.4",
"06/08/202222:30","19.1",
"06/08/202222:40","18.8",
"06/08/202222:50","18.3",
"06/08/202223:00","18.4",
"06/08/202223:10","18.7",
"06/08/202223:20","18.4",
"06/08/202223:30","18.2",
"06/08/202223:40","18.8",
"06/08/202223:50","19.3",
"07/08/20220:00","19.0",
"07/08/20220:10","18.8",
"07/08/20220:20","18.8",
"07/08/20220:30","18.8",
"07/08/20220:40","18.9",
"07/08/20220:50","18.7",
"07/08/20221:00","18.9",
"07/08/20221:10","19.4",
"07/08/20221:20","19.4",
"07/08/20221:30","19.1",
"07/08/20221:40","18.8",
"07/08/20221:50","18.4",
"07/08/20222:00","18.4",
"07/08/20222:10","18.5",
"07/08/20222:20","18.4",
"07/08/20222:30","18.3",
"07/08/20222:40","18.0",
"07/08/20222:50","17.5",
"07/08/20223:00","17.2",
"07/08/20223:10","16.9",
"07/08/20223:20","16.8",
"07/08/20223:30","16.8",
"07/08/20223:40","16.6",
"07/08/20223:50","16.4",
"07/08/20224:00","16.4",
"07/08/20224:10","16.1",
"07/08/20224:20","16.0",
"07/08/20224:30","15.9",
"07/08/20224:40","16.1",
"07/08/20224:50","15.8",
"07/08/20225:00","16.0",
"07/08/20225:10","15.9",
"07/08/20225:20","15.8",
"07/08/20225:30","15.9",
"07/08/20225:40","16.0",
"07/08/20225:50","16.6",
"07/08/20226:00","16.9",
"07/08/20226:10","17.6",
"07/08/20226:20","18.6",
"07/08/20226:30","19.2",
"07/08/20226:40","19.3",
"07/08/20226:50","19.7",
"07/08/20227:00","20.0",
"07/08/20227:10","20.4",
"07/08/20227:20","21.1",
"07/08/20227:30","21.1",
"07/08/20227:40","21.3",
"07/08/20227:50","21.4",
"07/08/20228:00","21.9",
"07/08/20228:10","22.3",
"07/08/20228:20","22.5",
"07/08/20228:30","23.3",
"07/08/20228:40","23.9",
"07/08/20228:50","24.3",
"07/08/20229:00","24.4",
"07/08/20229:10","25.0",
"07/08/20229:20","25.7",
"07/08/20229:30","26.3",
"07/08/20229:40","26.9",
"07/08/20229:50","27.4",
"07/08/202210:00","27.8",
"07/08/202210:10","27.8",
"07/08/202210:20","28.3",
"07/08/202210:30","28.6",
"07/08/202210:40","29.0",
"07/08/202210:50","29.5",
