98%">"FECHA","TEMPERATURA",
"05/03/20226:10","2.6",
"05/03/20226:20","2.7",
"05/03/20226:30","2.7",
"05/03/20226:40","2.6",
"05/03/20226:50","2.7",
"05/03/20227:00","2.6",
"05/03/20227:10","2.6",
"05/03/20227:20","2.5",
"05/03/20227:30","2.5",
"05/03/20227:40","2.5",
"05/03/20227:50","2.6",
"05/03/20228:00","2.8",
"05/03/20228:10","3.0",
"05/03/20228:20","3.2",
"05/03/20228:30","3.5",
"05/03/20228:40","4.2",
"05/03/20228:50","4.7",
"05/03/20229:00","5.3",
"05/03/20229:10","5.7",
"05/03/20229:20","6.0",
"05/03/20229:30","6.3",
"05/03/20229:40","6.3",
"05/03/20229:50","6.8",
"05/03/202210:00","6.9",
"05/03/202210:10","7.2",
"05/03/202210:20","7.2",
"05/03/202210:30","7.1",
"05/03/202210:40","7.0",
"05/03/202210:50","6.8",
"05/03/202211:00","6.9",
"05/03/202211:10","6.9",
"05/03/202211:20","6.3",
"05/03/202211:30","6.1",
"05/03/202211:40","6.4",
"05/03/202211:50","6.7",
"05/03/202212:00","7.2",
"05/03/202212:10","7.0",
"05/03/202212:20","7.4",
"05/03/202212:30","7.7",
"05/03/202212:40","7.7",
"05/03/202212:50","7.7",
"05/03/202213:00","8.0",
"05/03/202213:10","8.0",
"05/03/202213:20","8.2",
"05/03/202213:30","8.2",
"05/03/202213:40","8.1",
"05/03/202213:50","8.0",
"05/03/202214:00","8.0",
"05/03/202214:10","8.1",
"05/03/202214:20","8.2",
"05/03/202214:30","7.9",
"05/03/202214:40","7.9",
"05/03/202214:50","7.9",
"05/03/202215:00","8.0",
"05/03/202215:10","7.8",
"05/03/202215:20","7.8",
"05/03/202215:30","7.8",
"05/03/202215:40","7.5",
"05/03/202215:50","7.3",
"05/03/202216:00","7.4",
"05/03/202216:10","7.3",
"05/03/202216:20","7.1",
"05/03/202216:30","7.0",
"05/03/202216:40","7.0",
"05/03/202216:50","6.8",
"05/03/202217:00","6.7",
"05/03/202217:10","6.4",
"05/03/202217:20","6.2",
"05/03/202217:30","6.0",
"05/03/202217:40","5.9",
"05/03/202217:50","5.8",
"05/03/202218:00","5.7",
"05/03/202218:10","5.5",
"05/03/202218:20","5.4",
"05/03/202218:30","5.4",
"05/03/202218:40","5.4",
"05/03/202218:50","5.4",
"05/03/202219:00","5.3",
"05/03/202219:10","5.3",
"05/03/202219:20","5.3",
"05/03/202219:30","5.3",
"05/03/202219:40","5.1",
"05/03/202219:50","5.1",
"05/03/202220:00","5.1",
"05/03/202220:10","5.0",
"05/03/202220:20","5.0",
"05/03/202220:30","5.0",
"05/03/202220:40","5.0",
"05/03/202220:50","4.8",
"05/03/202221:00","4.8",
"05/03/202221:10","4.8",
"05/03/202221:20","4.8",
"05/03/202221:30","4.9",
"05/03/202221:40","4.9",
"05/03/202221:50","4.8",
"05/03/202222:00","4.8",
"05/03/202222:10","4.8",
"05/03/202222:20","4.8",
"05/03/202222:30","4.8",
"05/03/202222:40","4.8",
"05/03/202222:50","4.8",
"05/03/202223:00","4.8",
"05/03/202223:10","4.7",
"05/03/202223:20","4.7",
"05/03/202223:30","4.7",
"05/03/202223:40","4.7",
"05/03/202223:50","4.7",
"06/03/20220:00","4.7",
"06/03/20220:10","4.7",
"06/03/20220:20","4.7",
"06/03/20220:30","4.6",
"06/03/20220:40","4.6",
"06/03/20220:50","4.6",
"06/03/20221:00","4.4",
"06/03/20221:10","4.4",
"06/03/20221:20","4.4",
"06/03/20221:30","4.3",
"06/03/20221:40","4.3",
"06/03/20221:50","4.3",
"06/03/20222:00","4.3",
"06/03/20222:10","4.3",
"06/03/20222:20","4.2",
"06/03/20222:30","4.2",
"06/03/20222:40","4.1",
"06/03/20222:50","4.1",
"06/03/20223:00","4.1",
"06/03/20223:10","4.0",
"06/03/20223:20","4.0",
"06/03/20223:30","4.0",
"06/03/20223:40","3.9",
"06/03/20223:50","3.9",
"06/03/20224:00","3.9",
"06/03/20224:10","3.8",
"06/03/20224:20","3.8",
"06/03/20224:30","3.7",
"06/03/20224:40","3.8",
"06/03/20224:50","3.8",
"06/03/20225:00","3.8",
"06/03/20225:10","3.9",
"06/03/20225:20","3.8",
"06/03/20225:30","3.8",
"06/03/20225:40","3.7",
"06/03/20225:50","3.8",
"06/03/20226:00","3.8",
"06/03/20226:10","3.7",
"06/03/20226:20","3.7",
"06/03/20226:30","3.6",
"06/03/20226:40","3.7",
"06/03/20226:50","3.7",
"06/03/20227:00","3.8",
"06/03/20227:10","3.8",
"06/03/20227:20","3.8",
"06/03/20227:30","3.9",
"06/03/20227:40","4.0",
"06/03/20227:50","4.0",
"06/03/20228:00","4.1",
"06/03/20228:10","4.2",
"06/03/20228:20","4.2",
"06/03/20228:30","4.1",
"06/03/20228:40","4.2",
"06/03/20228:50","4.3",
"06/03/20229:00","4.4",
"06/03/20229:10","4.6",
"06/03/20229:20","4.8",
"06/03/20229:30","4.9",
"06/03/20229:40","4.9",
"06/03/20229:50","5.1",
"06/03/202210:00","5.3",
"06/03/202210:10","5.3",
"06/03/202210:20","5.4",
"06/03/202210:30","5.6",
"06/03/202210:40","5.7",
"06/03/202210:50","5.8",
"06/03/202211:00","5.9",
"06/03/202211:10","6.1",
"06/03/202211:20","6.3",
"06/03/202211:30","6.3",
"06/03/202211:40","6.5",
"06/03/202211:50","6.6",
"06/03/202212:00","6.9",
"06/03/202212:10","7.0",
"06/03/202212:20","7.0",
"06/03/202212:30","6.9",
"06/03/202212:40","7.0",
"06/03/202212:50","7.0",
"06/03/202213:00","7.2",
"06/03/202213:10","7.3",
"06/03/202213:20","7.4",
"06/03/202213:30","7.5",
"06/03/202213:40","7.7",
"06/03/202213:50","7.8",
"06/03/202214:00","7.7",
"06/03/202214:10","7.5",
"06/03/202214:20","7.5",
"06/03/202214:30","7.3",
"06/03/202214:40","7.3",
"06/03/202214:50","7.2",
"06/03/202215:00","7.3",
"06/03/202215:10","7.5",
"06/03/202215:20","7.4",
"06/03/202215:30","7.5",
"06/03/202215:40","7.5",
"06/03/202215:50","7.1",
"06/03/202216:00","6.9",
"06/03/202216:10","6.7",
"06/03/202216:20","6.7",
"06/03/202216:30","6.7",
"06/03/202216:40","6.6",
"06/03/202216:50","6.5",
"06/03/202217:00","6.4",
"06/03/202217:10","6.3",
"06/03/202217:20","6.2",
"06/03/202217:30","6.1",
"06/03/202217:40","6.0",
"06/03/202217:50","5.9",
"06/03/202218:00","5.8",
"06/03/202218:10","5.6",
"06/03/202218:20","5.6",
"06/03/202218:30","5.4",
"06/03/202218:40","5.3",
"06/03/202218:50","5.2",
"06/03/202219:00","5.2",
"06/03/202219:10","5.0",
"06/03/202219:20","4.9",
"06/03/202219:30","4.8",
"06/03/202219:40","4.8",
"06/03/202219:50","4.8",
"06/03/202220:00","4.7",
"06/03/202220:10","4.7",
"06/03/202220:20","4.6",
"06/03/202220:30","4.5",
"06/03/202220:40","4.5",
"06/03/202220:50","4.5",
"06/03/202221:00","4.2",
"06/03/202221:10","4.1",
"06/03/202221:20","4.0",
"06/03/202221:30","4.0",
"06/03/202221:40","4.2",
"06/03/202221:50","4.2",
"06/03/202222:00","4.2",
"06/03/202222:10","4.1",
"06/03/202222:20","4.2",
"06/03/202222:30","4.1",
"06/03/202222:40","4.1",
"06/03/202222:50","4.0",
"06/03/202223:00","3.7",
"06/03/202223:10","3.5",
"06/03/202223:20","3.4",
"06/03/202223:30","3.4",
"06/03/202223:40","3.4",
"06/03/202223:50","3.5",
"07/03/20220:00","3.6",
"07/03/20220:10","3.7",
"07/03/20220:20","3.8",
"07/03/20220:30","3.3",
"07/03/20220:40","2.4",
"07/03/20220:50","1.8",
"07/03/20221:00","1.5",
"07/03/20221:10","1.0",
"07/03/20221:20","1.1",
"07/03/20221:30","1.2",
"07/03/20221:40","1.1",
"07/03/20221:50","0.9",
"07/03/20222:00","0.9",
"07/03/20222:10","0.2",
"07/03/20222:20","-0.2",
"07/03/20222:30","-0.3",
"07/03/20222:40","-0.6",
"07/03/20222:50","-0.2",
"07/03/20223:00","-0.5",
"07/03/20223:10","-0.2",
"07/03/20223:20","-0.2",
"07/03/20223:30","-0.1",
"07/03/20223:40","-0.2",
"07/03/20223:50","-0.9",
"07/03/20224:00","-1.2",
"07/03/20224:10","-1.8",
"07/03/20224:20","-1.4",
"07/03/20224:30","-1.0",
"07/03/20224:40","-1.1",
"07/03/20224:50","-1.5",
"07/03/20225:00","-1.9",
"07/03/20225:10","-1.7",
"07/03/20225:20","-2.1",
"07/03/20225:30","-2.6",
"07/03/20225:40","-2.4",
"07/03/20225:50","-2.2",
"07/03/20226:00","-1.6",
"07/03/20226:10","-1.0",
"07/03/20226:20","-0.7",
"07/03/20226:30","-0.6",
"07/03/20226:40","-0.7",
"07/03/20226:50","-1.0",
"07/03/20227:00","-1.0",
"07/03/20227:10","-0.6",
"07/03/20227:20","-0.2",
"07/03/20227:30","-0.1",
"07/03/20227:40","-0.0",
"07/03/20227:50","0.2",
"07/03/20228:00","0.5",
"07/03/20228:10","0.9",
"07/03/20228:20","1.2",
"07/03/20228:30","1.5",
"07/03/20228:40","1.8",
"07/03/20228:50","2.0",
"07/03/20229:00","2.4",
"07/03/20229:10","3.0",
"07/03/20229:20","3.3",
"07/03/20229:30","3.9",
"07/03/20229:40","4.1",
"07/03/20229:50","4.0",
"07/03/202210:00","4.4",
