98%">"FECHA","TEMPERATURA",
"03/05/202214:50","15.4",
"03/05/202215:00","14.7",
"03/05/202215:10","14.8",
"03/05/202215:20","14.5",
"03/05/202215:30","14.3",
"03/05/202215:40","14.2",
"03/05/202215:50","14.0",
"03/05/202216:00","14.3",
"03/05/202216:10","14.3",
"03/05/202216:20","14.0",
"03/05/202216:30","13.8",
"03/05/202216:40","14.0",
"03/05/202216:50","14.1",
"03/05/202217:00","13.8",
"03/05/202217:10","13.6",
"03/05/202217:20","13.6",
"03/05/202217:30","13.5",
"03/05/202217:40","13.5",
"03/05/202217:50","13.5",
"03/05/202218:00","13.4",
"03/05/202218:10","13.3",
"03/05/202218:20","13.3",
"03/05/202218:30","13.3",
"03/05/202218:40","13.1",
"03/05/202218:50","12.9",
"03/05/202219:00","12.7",
"03/05/202219:10","12.4",
"03/05/202219:20","12.3",
"03/05/202219:30","12.1",
"03/05/202219:40","11.9",
"03/05/202219:50","11.8",
"03/05/202220:00","11.8",
"03/05/202220:10","11.6",
"03/05/202220:20","11.6",
"03/05/202220:30","11.5",
"03/05/202220:40","11.4",
"03/05/202220:50","11.4",
"03/05/202221:00","11.3",
"03/05/202221:10","11.4",
"03/05/202221:20","11.4",
"03/05/202221:30","11.4",
"03/05/202221:40","11.4",
"03/05/202221:50","11.3",
"03/05/202222:00","11.2",
"03/05/202222:10","11.2",
"03/05/202222:20","10.9",
"03/05/202222:30","10.7",
"03/05/202222:40","10.6",
"03/05/202222:50","10.4",
"03/05/202223:00","10.2",
"03/05/202223:10","10.4",
"03/05/202223:20","10.4",
"03/05/202223:30","9.8",
"03/05/202223:40","9.2",
"03/05/202223:50","9.4",
"04/05/20220:00","9.1",
"04/05/20220:10","8.6",
"04/05/20220:20","8.2",
"04/05/20220:30","8.3",
"04/05/20220:40","8.2",
"04/05/20220:50","8.6",
"04/05/20221:00","9.5",
"04/05/20221:10","9.6",
"04/05/20221:20","9.8",
"04/05/20221:30","9.9",
"04/05/20221:40","9.8",
"04/05/20221:50","9.6",
"04/05/20222:00","9.2",
"04/05/20222:10","9.1",
"04/05/20222:20","8.7",
"04/05/20222:30","8.6",
"04/05/20222:40","9.2",
"04/05/20222:50","9.6",
"04/05/20223:00","9.6",
"04/05/20223:10","9.5",
"04/05/20223:20","9.3",
"04/05/20223:30","9.3",
"04/05/20223:40","9.4",
"04/05/20223:50","9.2",
"04/05/20224:00","9.0",
"04/05/20224:10","8.3",
"04/05/20224:20","7.7",
"04/05/20224:30","7.2",
"04/05/20224:40","7.7",
"04/05/20224:50","8.9",
"04/05/20225:00","9.1",
"04/05/20225:10","9.2",
"04/05/20225:20","9.4",
"04/05/20225:30","9.5",
"04/05/20225:40","9.6",
"04/05/20225:50","9.5",
"04/05/20226:00","9.5",
"04/05/20226:10","9.6",
"04/05/20226:20","9.7",
"04/05/20226:30","9.9",
"04/05/20226:40","10.1",
"04/05/20226:50","10.2",
"04/05/20227:00","10.6",
"04/05/20227:10","10.6",
"04/05/20227:20","10.7",
"04/05/20227:30","10.9",
"04/05/20227:40","11.1",
"04/05/20227:50","11.2",
"04/05/20228:00","11.5",
"04/05/20228:10","11.4",
"04/05/20228:20","11.6",
"04/05/20228:30","11.7",
"04/05/20228:40","11.6",
"04/05/20228:50","11.6",
"04/05/20229:00","11.5",
"04/05/20229:10","11.5",
"04/05/20229:20","11.5",
"04/05/20229:30","11.9",
"04/05/20229:40","12.1",
"04/05/20229:50","12.1",
"04/05/202210:00","12.3",
"04/05/202210:10","12.2",
"04/05/202210:20","12.4",
"04/05/202210:30","12.6",
"04/05/202210:40","12.7",
"04/05/202210:50","12.7",
"04/05/202211:00","12.6",
"04/05/202211:10","12.5",
"04/05/202211:20","12.6",
"04/05/202211:30","13.1",
"04/05/202211:40","13.2",
"04/05/202211:50","13.0",
"04/05/202212:00","13.3",
"04/05/202212:10","13.7",
"04/05/202212:20","13.4",
"04/05/202212:30","13.3",
"04/05/202212:40","13.8",
"04/05/202212:50","13.7",
"04/05/202213:00","13.6",
"04/05/202213:10","13.6",
"04/05/202213:20","13.7",
"04/05/202213:30","13.8",
"04/05/202213:40","13.6",
"04/05/202213:50","13.5",
"04/05/202214:00","13.4",
"04/05/202214:10","13.2",
"04/05/202214:20","13.2",
"04/05/202214:30","13.6",
"04/05/202214:40","13.9",
"04/05/202214:50","14.1",
"04/05/202215:00","13.9",
"04/05/202215:10","13.8",
"04/05/202215:20","14.0",
"04/05/202215:30","14.1",
"04/05/202215:40","14.0",
"04/05/202215:50","14.0",
"04/05/202216:00","13.7",
"04/05/202216:10","13.6",
"04/05/202216:20","13.6",
"04/05/202216:30","13.5",
"04/05/202216:40","13.9",
"04/05/202216:50","14.1",
"04/05/202217:00","13.8",
"04/05/202217:10","13.3",
"04/05/202217:20","13.2",
"04/05/202217:30","13.1",
"04/05/202217:40","13.0",
"04/05/202217:50","12.9",
"04/05/202218:00","12.9",
"04/05/202218:10","12.8",
"04/05/202218:20","12.7",
"04/05/202218:30","12.6",
"04/05/202218:40","12.5",
"04/05/202218:50","12.3",
"04/05/202219:00","11.9",
"04/05/202219:10","11.7",
"04/05/202219:20","11.5",
"04/05/202219:30","11.4",
"04/05/202219:40","11.2",
"04/05/202219:50","11.0",
"04/05/202220:00","10.9",
"04/05/202220:10","10.8",
"04/05/202220:20","10.7",
"04/05/202220:30","10.6",
"04/05/202220:40","10.7",
"04/05/202220:50","10.5",
"04/05/202221:00","10.5",
"04/05/202221:10","10.4",
"04/05/202221:20","10.3",
"04/05/202221:30","10.1",
"04/05/202221:40","10.2",
"04/05/202221:50","10.1",
"04/05/202222:00","10.1",
"04/05/202222:10","10.1",
"04/05/202222:20","10.1",
"04/05/202222:30","10.1",
"04/05/202222:40","10.0",
"04/05/202222:50","9.9",
"04/05/202223:00","9.8",
"04/05/202223:10","9.7",
"04/05/202223:20","9.7",
"04/05/202223:30","9.6",
"04/05/202223:40","9.7",
"04/05/202223:50","9.7",
"05/05/20220:00","9.8",
"05/05/20220:10","9.4",
"05/05/20220:20","9.2",
"05/05/20220:30","9.6",
"05/05/20220:40","9.8",
"05/05/20220:50","9.8",
"05/05/20221:00","9.6",
"05/05/20221:10","9.3",
"05/05/20221:20","8.9",
"05/05/20221:30","8.5",
"05/05/20221:40","8.1",
"05/05/20221:50","7.6",
"05/05/20222:00","7.0",
"05/05/20222:10","7.0",
"05/05/20222:20","7.4",
"05/05/20222:30","8.1",
"05/05/20222:40","8.4",
"05/05/20222:50","8.5",
"05/05/20223:00","8.5",
"05/05/20223:10","8.5",
"05/05/20223:20","8.5",
"05/05/20223:30","8.2",
"05/05/20223:40","8.3",
"05/05/20223:50","8.6",
"05/05/20224:00","8.6",
"05/05/20224:10","8.8",
"05/05/20224:20","8.5",
"05/05/20224:30","8.1",
"05/05/20224:40","7.7",
"05/05/20224:50","7.1",
"05/05/20225:00","6.3",
"05/05/20225:10","6.4",
"05/05/20225:20","6.5",
"05/05/20225:30","6.6",
"05/05/20225:40","7.2",
"05/05/20225:50","7.8",
"05/05/20226:00","7.9",
"05/05/20226:10","8.6",
"05/05/20226:20","8.9",
"05/05/20226:30","9.1",
"05/05/20226:40","9.6",
"05/05/20226:50","9.9",
"05/05/20227:00","10.1",
"05/05/20227:10","10.4",
"05/05/20227:20","10.3",
"05/05/20227:30","10.6",
"05/05/20227:40","10.6",
"05/05/20227:50","10.7",
"05/05/20228:00","10.8",
"05/05/20228:10","11.2",
"05/05/20228:20","11.1",
"05/05/20228:30","11.2",
"05/05/20228:40","11.2",
"05/05/20228:50","11.4",
"05/05/20229:00","11.4",
"05/05/20229:10","11.6",
"05/05/20229:20","11.7",
"05/05/20229:30","12.0",
"05/05/20229:40","12.2",
"05/05/20229:50","12.1",
"05/05/202210:00","12.6",
"05/05/202210:10","12.7",
"05/05/202210:20","12.7",
"05/05/202210:30","13.2",
"05/05/202210:40","13.2",
"05/05/202210:50","13.2",
"05/05/202211:00","12.9",
"05/05/202211:10","13.2",
"05/05/202211:20","13.1",
"05/05/202211:30","13.3",
"05/05/202211:40","13.8",
"05/05/202211:50","14.2",
"05/05/202212:00","13.8",
"05/05/202212:10","13.3",
"05/05/202212:20","13.4",
"05/05/202212:30","13.7",
"05/05/202212:40","14.3",
"05/05/202212:50","13.8",
"05/05/202213:00","13.9",
"05/05/202213:10","14.7",
"05/05/202213:20","15.1",
"05/05/202213:30","14.8",
"05/05/202213:40","14.8",
"05/05/202213:50","14.9",
"05/05/202214:00","14.8",
"05/05/202214:10","14.9",
"05/05/202214:20","14.8",
"05/05/202214:30","14.8",
"05/05/202214:40","15.3",
"05/05/202214:50","15.1",
"05/05/202215:00","14.8",
"05/05/202215:10","14.9",
"05/05/202215:20","14.8",
"05/05/202215:30","14.5",
"05/05/202215:40","14.9",
"05/05/202215:50","15.1",
"05/05/202216:00","15.0",
"05/05/202216:10","15.2",
"05/05/202216:20","14.5",
"05/05/202216:30","14.7",
"05/05/202216:40","14.9",
"05/05/202216:50","14.8",
"05/05/202217:00","14.4",
"05/05/202217:10","14.4",
"05/05/202217:20","14.2",
"05/05/202217:30","13.7",
"05/05/202217:40","13.4",
"05/05/202217:50","13.2",
"05/05/202218:00","13.0",
"05/05/202218:10","12.8",
"05/05/202218:20","12.6",
"05/05/202218:30","12.5",
"05/05/202218:40","12.4",
"05/05/202218:50","12.2",
"05/05/202219:00","12.1",
"05/05/202219:10","11.9",
"05/05/202219:20","11.8",
"05/05/202219:30","11.5",
"05/05/202219:40","11.3",
"05/05/202219:50","11.2",
"05/05/202220:00","10.9",
"05/05/202220:10","10.9",
"05/05/202220:20","10.8",
"05/05/202220:30","10.6",
"05/05/202220:40","10.5",
"05/05/202220:50","10.5",
"05/05/202221:00","10.4",
"05/05/202221:10","10.3",
"05/05/202221:20","10.4",
"05/05/202221:30","10.3",
"05/05/202221:40","10.2",
"05/05/202221:50","10.2",
"05/05/202222:00","10.2",
"05/05/202222:10","10.2",
"05/05/202222:20","10.2",
"05/05/202222:30","10.1",
"05/05/202222:40","10.0",
"05/05/202222:50","9.9",
"05/05/202223:00","9.9",
"05/05/202223:10","9.9",
"05/05/202223:20","9.8",
"05/05/202223:30","9.7",
"05/05/202223:40","9.5",
"05/05/202223:50","9.4",
"06/05/20220:00","9.4",
"06/05/20220:10","9.2",
"06/05/20220:20","9.0",
"06/05/20220:30","8.9",
"06/05/20220:40","8.7",
"06/05/20220:50","8.8",
"06/05/20221:00","8.9",
"06/05/20221:10","8.7",
"06/05/20221:20","8.6",
"06/05/20221:30","8.5",
"06/05/20221:40","8.4",
"06/05/20221:50","8.2",
"06/05/20222:00","7.7",
"06/05/20222:10","6.8",
"06/05/20222:20","6.0",
"06/05/20222:30","5.9",
"06/05/20222:40","5.8",
"06/05/20222:50","5.7",
"06/05/20223:00","6.1",
"06/05/20223:10","6.2",
"06/05/20223:20","6.0",
"06/05/20223:30","5.6",
"06/05/20223:40","4.7",
"06/05/20223:50","4.3",
"06/05/20224:00","4.4",
"06/05/20224:10","4.2",
"06/05/20224:20","4.7",
"06/05/20224:30","6.4",
"06/05/20224:40","6.9",
"06/05/20224:50","7.1",
"06/05/20225:00","7.0",
"06/05/20225:10","6.8",
"06/05/20225:20","6.7",
"06/05/20225:30","6.7",
"06/05/20225:40","6.6",
"06/05/20225:50","6.1",
"06/05/20226:00","5.8",
"06/05/20226:10","5.9",
"06/05/20226:20","6.7",
"06/05/20226:30","8.1",
"06/05/20226:40","9.2",
"06/05/20226:50","10.3",
"06/05/20227:00","11.0",
"06/05/20227:10","10.9",
"06/05/20227:20","10.9",
"06/05/20227:30","10.8",
"06/05/20227:40","10.8",
"06/05/20227:50","11.0",
"06/05/20228:00","11.1",
"06/05/20228:10","11.2",
"06/05/20228:20","11.2",
"06/05/20228:30","11.2",
"06/05/20228:40","11.3",
"06/05/20228:50","11.5",
"06/05/20229:00","11.7",
"06/05/20229:10","12.1",
"06/05/20229:20","12.2",
"06/05/20229:30","12.3",
"06/05/20229:40","12.9",
"06/05/20229:50","13.5",
"06/05/202210:00","13.4",
"06/05/202210:10","13.4",
"06/05/202210:20","13.2",
"06/05/202210:30","13.7",
"06/05/202210:40","13.8",
"06/05/202210:50","13.8",
"06/05/202211:00","13.8",
"06/05/202211:10","14.3",
"06/05/202211:20","14.2",
"06/05/202211:30","14.0",
"06/05/202211:40","14.4",
"06/05/202211:50","14.7",
"06/05/202212:00","15.2",
"06/05/202212:10","14.8",
"06/05/202212:20","14.9",
"06/05/202212:30","14.9",
"06/05/202212:40","15.0",
"06/05/202212:50","15.3",
"06/05/202213:00","15.2",
"06/05/202213:10","15.3",
"06/05/202213:20","15.3",
"06/05/202213:30","15.7",
"06/05/202213:40","15.4",
"06/05/202213:50","15.4",
"06/05/202214:00","15.7",
"06/05/202214:10","15.6",
"06/05/202214:20","15.7",
"06/05/202214:30","15.5",
"06/05/202214:40","15.3",
"06/05/202214:50","15.5",
"06/05/202215:00","15.5",
"06/05/202215:10","15.0",
"06/05/202215:20","15.0",
"06/05/202215:30","14.9",
"06/05/202215:40","15.3",
"06/05/202215:50","15.0",
"06/05/202216:00","14.5",
"06/05/202216:10","14.2",
"06/05/202216:20","14.3",
"06/05/202216:30","14.4",
"06/05/202216:40","14.0",
"06/05/202216:50","13.8",
"06/05/202217:00","13.8",
"06/05/202217:10","13.5",
"06/05/202217:20","13.6",
"06/05/202217:30","13.3",
"06/05/202217:40","12.9",
"06/05/202217:50","12.8",
"06/05/202218:00","12.6",
"06/05/202218:10","12.7",
"06/05/202218:20","12.8",
"06/05/202218:30","12.7",
"06/05/202218:40","12.7",
"06/05/202218:50","12.4",
"06/05/202219:00","12.0",
"06/05/202219:10","11.9",
"06/05/202219:20","11.7",
"06/05/202219:30","11.5",
"06/05/202219:40","11.4",
"06/05/202219:50","11.2",
"06/05/202220:00","11.1",
"06/05/202220:10","10.9",
"06/05/202220:20","10.7",
"06/05/202220:30","10.7",
"06/05/202220:40","10.7",
"06/05/202220:50","10.7",
"06/05/202221:00","10.5",
"06/05/202221:10","10.5",
"06/05/202221:20","10.4",
"06/05/202221:30","10.2",
"06/05/202221:40","10.3",
"06/05/202221:50","10.0",
"06/05/202222:00","9.7",
"06/05/202222:10","10.1",
"06/05/202222:20","9.6",
"06/05/202222:30","9.5",
"06/05/202222:40","9.2",
"06/05/202222:50","9.0",
"06/05/202223:00","8.7",
"06/05/202223:10","8.3",
"06/05/202223:20","8.8",
"06/05/202223:30","9.5",
"06/05/202223:40","9.6",
"06/05/202223:50","9.5",
"07/05/20220:00","9.4",
"07/05/20220:10","9.3",
"07/05/20220:20","9.4",
"07/05/20220:30","9.4",
"07/05/20220:40","9.4",
"07/05/20220:50","9.4",
"07/05/20221:00","9.2",
"07/05/20221:10","9.1",
"07/05/20221:20","9.0",
"07/05/20221:30","8.8",
"07/05/20221:40","8.7",
"07/05/20221:50","8.7",
"07/05/20222:00","8.6",
"07/05/20222:10","8.7",
"07/05/20222:20","9.0",
"07/05/20222:30","8.3",
"07/05/20222:40","8.2",
"07/05/20222:50","8.7",
"07/05/20223:00","9.2",
"07/05/20223:10","9.3",
"07/05/20223:20","9.2",
"07/05/20223:30","9.1",
"07/05/20223:40","9.0",
"07/05/20223:50","8.9",
"07/05/20224:00","8.8",
"07/05/20224:10","8.3",
"07/05/20224:20","7.8",
"07/05/20224:30","8.0",
"07/05/20224:40","8.9",
"07/05/20224:50","8.8",
"07/05/20225:00","8.6",
"07/05/20225:10","8.8",
"07/05/20225:20","9.0",
"07/05/20225:30","9.3",
"07/05/20225:40","9.4",
"07/05/20225:50","9.3",
"07/05/20226:00","9.3",
"07/05/20226:10","9.7",
"07/05/20226:20","10.2",
"07/05/20226:30","10.5",
"07/05/20226:40","10.8",
"07/05/20226:50","11.2",
"07/05/20227:00","11.6",
"07/05/20227:10","11.7",
"07/05/20227:20","12.1",
"07/05/20227:30","12.2",
"07/05/20227:40","12.6",
"07/05/20227:50","13.0",
"07/05/20228:00","13.2",
"07/05/20228:10","12.9",
"07/05/20228:20","13.1",
"07/05/20228:30","13.0",
"07/05/20228:40","13.2",
"07/05/20228:50","13.1",
"07/05/20229:00","13.3",
"07/05/20229:10","13.6",
"07/05/20229:20","13.9",
"07/05/20229:30","14.3",
"07/05/20229:40","14.6",
"07/05/20229:50","14.6",
"07/05/202210:00","14.7",
"07/05/202210:10","14.8",
"07/05/202210:20","15.1",
"07/05/202210:30","15.4",
"07/05/202210:40","15.5",
"07/05/202210:50","15.7",
